@relation 'resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R37-144-weka.filters.unsupervised.attribute.Remove-R37-40,42-43'

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute H numeric

@data
16,6,-15,-8,54,-2,22,-14,-13,15,23,-29,23,-7,-36,-8,-5,-25,43,-5,0,-9,18,-34,13,-9,-7,11,14,-45,21,-8,4,-3,9,-25,27
1963,-35,15,44,11,2265,356,-27,25,36,27,86,18,-17,-10,6,18,-18,56,-35,25,-5,3,-10,43,-18,-21,-7,-1,-26,41,-22,40,1,13,-31,-101
23,5,4,22,5,-32,18,2,6,10,39,-25,42,-14,-1,18,627,118,28,10,27,1632,110,81,34,-22,101,130,10,-27,6,-39,13,43,10,-22,130
31,6,57,11,3,-24,0,-21,13,0,12,-39,-3,3,-1,-19,7,-27,15,-20,0,27,-2,-32,37,-13,59,216,-2,-28,31,-4,411,486,8,-30,82
-46,-9,-2,-10,-4,42,-46,-25,-39,2,35,35,-46,-15,23,-6,37,22,-45,-1,20,35,-10,36,-75,-28,-23,28,9,32,-82,-22,-11,4,3,42,134
-51,-25,-38,13,53,43,-84,-34,-1,-12,2,24,-84,-25,-8,-1,-9,30,-78,-31,-15,-15,-13,46,-95,-35,2,40,1,25,-39,-9,-8,19,4,33,37
-80,-13,23,36,114,46,-57,6,-4,24,20,46,-58,-33,-19,25,15,21,-61,0,-21,-19,-10,25,-53,-4,8,20,-11,37,-59,-11,-11,23,0,21,-11
-18,0,49,18,39,2066,-80,-21,27,44,11,117,-40,-6,22,18,9,62,-40,0,41,13,10,52,-55,-7,-26,12,-10,33,2332,1,33,3,5,131,-129
-56,-22,-50,-4,-23,106,-34,-24,-18,7,-1,2219,-46,-39,22,58,659,949,-66,-5,-12,20,53,58,-62,-14,-40,-7,21,54,-62,-20,12,2,-2,41,85
-56,-51,36,50,101,76,-42,-19,11,1167,282,102,-61,-12,61,592,14,33,-52,-15,-32,66,6,37,-51,-32,-14,-2,21,35,-47,1,36,30,45,29,141
-83,-18,5,303,11,50,-76,-9,333,373,18,56,-44,-23,51,35,-16,44,-63,2,14,41,-4,16,-58,-19,22,23,-7,20,-59,-15,9,20,-6,24,157
-53,-9,-12,32,72,58,-60,16,-5,19,-3,37,-81,-13,1,2,-9,44,-79,-9,20,-8,1,5,-83,-21,0,6,9,28,-67,-10,-4,29,72,39,30
-47,-19,4,29,98,58,-57,-3,31,10,19,42,-49,18,-3,27,30,43,-41,7,-17,-8,2,28,-58,-26,11,19,8,30,-89,-28,24,19,111,60,-12
-21,-5,-27,33,31,2065,-32,1,7,18,3,99,-38,-19,-13,18,4,28,-69,-19,-32,26,15,58,-38,-23,47,-1,5,46,2332,4,9,13,-6,145,-129
-64,-7,-38,-27,8,120,-6,-12,5,41,21,2219,-61,-14,7,65,655,1480,-88,6,-31,37,35,73,-63,-8,-23,14,6,37,-54,-9,-15,35,11,66,85
-63,-35,11,29,94,84,-53,-21,-8,1184,296,60,-52,2,36,618,4,43,-88,-37,-2,51,-6,41,-81,-18,-3,27,0,36,-60,-15,16,35,8,19,141
-22,-25,1,42,-118,-135,-40,18,-1,23,-180,-127,-52,-13,5,13,-183,-109,-12,15,-1,7,-170,-110,-34,9,-26,8,-182,-121,-23,-7,-7,7,-126,-116,30
-41,7,24,24,-86,-111,-49,-17,-10,17,-172,-133,-30,0,-37,10,-163,-118,-34,2,-8,8,-177,-120,-20,6,-2,10,-175,-125,-7,-6,-21,-2,-40,-75,-12
-10,-5,6,32,-145,1885,-18,-25,12,9,-180,-49,-36,1,-1,3,-174,-109,-19,-3,-22,13,-178,-87,-32,-17,-26,5,-183,-117,2369,-1,-10,-1,-178,-47,-129
-14,6,3,14,-177,-35,55,13,42,29,-154,2062,-8,-13,11,74,488,1289,-25,-12,0,28,-130,-82,-61,-1,-60,16,-176,-126,-31,27,11,9,-178,-107,85
-20,3,33,281,-172,-109,-20,-13,344,348,-188,-106,-6,-18,74,18,-177,-146,-37,8,1,37,-179,-111,-22,0,19,4,-177,-117,-47,-10,-16,14,-178,-128,157
-10,-18,-17,14,-90,-87,-53,-30,14,-20,-171,-124,-26,-20,0,32,-190,-142,-58,-29,-11,27,-173,-124,-35,0,9,31,-177,-110,-30,15,-9,3,-57,-83,-12
44,14,27,4,-54,1963,-3,6,18,-3,-81,24,-12,-6,-25,-4,-93,-37,14,10,6,2,-102,-53,48,-1,30,-17,-93,-55,2379,9,18,28,-82,27,-129
-20,-23,-17,30,13,-36,-2,-18,-29,1178,193,-8,-19,15,91,604,-61,-50,-27,21,15,34,-92,-50,-32,-3,-13,-11,-99,-55,-5,-7,2,36,-93,-84,141
-18,1,29,294,-81,-39,-36,0,280,368,-83,-52,-34,-3,75,2,-82,-56,8,9,69,18,-87,-67,1,15,1,-17,-91,-80,-35,-11,9,26,-110,-57,157
63,-22,11,26,-54,-237,86,-10,19,-8,-98,-251,70,-16,-25,7,-98,-238,48,-4,-12,-7,-101,-240,92,10,5,5,-92,-229,111,29,8,8,-60,-234,35
90,-4,-17,11,-25,-237,71,-26,-12,-11,-84,-247,101,9,-3,8,-88,-253,104,19,5,18,-84,-243,94,6,25,-1,-102,-251,95,4,11,13,4,-234,0
28,10,25,18,-22,-49,71,33,-20,20,-57,-98,76,-2,-4,27,-59,-80,75,-24,56,6,-66,-33,32,3,10,20,5,2242,43,-2,-10,4,197,155,-157
25,-15,38,564,-27,-124,50,-13,15,47,-52,-119,68,13,-12,26,-48,-117,47,-21,-9,10,-25,-121,48,5,-25,5,5,-96,46,-15,1,680,282,-119,22
61,30,23,17,-6,-132,51,10,1,20,-45,-98,43,-48,29,26,-51,-132,24,-20,-2,-18,-53,-123,39,0,-19,-7,-43,-116,40,2,-12,11,-5,-127,35
44,14,15,5,13,-116,44,-28,20,25,-44,-122,40,-2,-11,26,-50,-130,52,-6,-22,24,-46,-128,71,-14,-21,10,-49,-131,48,-16,-3,-5,25,-130,0
45,-55,40,559,-59,-116,40,5,14,50,-59,-114,46,14,3,19,-37,-113,50,-22,14,21,-47,-144,42,4,3,26,15,-116,48,-20,-13,663,245,-133,22
50,-24,25,21,-63,-119,36,-4,22,1,-46,-127,66,5,143,399,-38,-94,58,2,361,341,-46,-106,34,12,52,13,-58,-135,57,2,57,40,-58,-136,-93
43,14,-3,26,-10,-103,55,-19,-2,-9,-40,-116,38,-4,7,-3,-58,-115,44,-9,10,6,-55,-123,29,-37,-15,15,-34,-125,55,15,-16,11,-1,-124,36
14,-20,-2,23,47,-35,30,-1,13,22,3,-53,5,-22,21,5,-33,-67,19,-12,17,-1,-28,-68,5,-35,9,1,-28,-64,36,9,-2,24,73,-70,0
59,-8,29,532,-23,-56,35,-10,10,56,-30,-65,27,4,14,4,-23,-77,17,-38,-5,10,-16,-59,18,10,26,17,45,-26,42,19,19,677,278,-35,22
32,-8,38,-5,-44,-81,46,10,19,31,-45,-71,31,-14,89,408,25,-60,12,-19,366,343,-25,-67,40,-26,59,36,-16,-59,24,8,23,2,-31,-82,-93
26,-39,23,49,34,-56,10,-1,41,6,-16,-71,12,-11,9,24,-29,-61,-8,-29,-3,-27,-39,-74,14,-2,21,-5,-20,-65,6,-4,17,9,8,-76,36
17,-31,3,36,52,-75,12,6,22,7,-20,-56,11,-21,7,28,-7,-69,25,5,-16,8,-20,-60,33,9,-12,21,-22,-74,24,-16,17,-2,43,-65,-1
30,2,9,24,5,12,38,-6,2,-28,-11,-37,27,-17,44,10,-28,-33,778,-13,-30,-10,-31,19,74,1,20,22,13,2296,10,23,7,36,222,177,-157
19,1,-6,29,-21,-82,0,11,27,1,-26,-72,22,-11,115,412,-13,-10,42,-17,363,372,-13,-58,17,-22,42,-2,-31,-57,0,-3,38,32,-29,-63,-93
54,1,26,-23,17,115,54,-2,11,2,-23,107,60,-3,29,4,-3,113,50,7,16,2,2,103,7,-40,29,12,-15,100,65,-19,-5,1,14,99,38
42,-58,18,33,44,115,47,-2,5,21,-9,104,37,-17,1,8,4,115,45,-9,28,24,-2,103,44,-20,-4,22,-15,121,55,-3,21,24,60,113,1
28,-7,9,0,-10,103,36,6,23,15,5,139,62,-2,14,8,820,722,40,5,34,50,542,130,40,-26,-1,24,13,115,35,-19,0,3,0,115,133
30,-24,-1,11,19,32,47,-20,26,29,-10,43,35,25,-6,9,-9,60,35,1,18,-3,2,44,31,-10,-17,-13,-11,42,35,1,7,-19,-3,69,38
17,38,6,-2,46,60,41,-22,-7,0,-18,71,36,-22,-9,-8,-2,67,48,1,29,14,-8,53,51,-13,-11,-5,4,59,68,17,11,8,73,56,1
52,-18,-39,16,-12,38,41,-11,-24,4,5,53,58,24,-29,0,12,55,35,-17,-15,324,477,46,45,-21,-25,558,200,40,20,-11,27,45,-6,53,81
30,-18,42,15,-1,47,22,-11,-1,13,2,52,38,-28,37,25,-15,38,21,-14,-48,43,6,62,44,-32,106,383,13,87,36,-30,297,305,-16,59,2
37,9,13,21,34,50,52,-14,16,37,11,50,55,-21,-5,15,-12,76,36,9,-82,13,-9,68,31,-3,-21,-20,-37,45,11,-11,13,-2,-11,39,38
3,-25,19,23,45,51,36,-16,-11,-17,-5,57,51,2,-4,6,3,49,40,-22,3,7,-21,47,6,-44,-23,2,4,26,68,15,16,36,65,56,0
-6,-6,-12,8,17,23,10,40,29,14,20,27,4,-8,38,31,802,39,0,40,47,26,536,23,6,23,6,16,26,40,21,8,18,14,-16,46,156
7,6,-3,14,5,23,-4,19,9,4,3,6,17,-6,18,22,3,24,39,17,0,351,498,46,34,9,34,523,216,35,14,9,28,14,-1,20,103
14,8,3,30,-19,35,-28,-13,40,2,-6,29,19,-7,28,29,-13,28,5,-9,21,49,-1,21,-9,14,30,386,26,36,-15,27,304,315,-3,50,2
42,27,-6,-10,-24,44,28,18,2,11,5,-3,30,22,10,5,7,37,9,24,-41,358,499,48,10,40,4,545,209,32,2,11,-28,35,3,27,126
13,11,10,-2,37,65,31,-10,2,5,46,69,-8,-12,-8,-3,12,76,15,20,-11,-20,-6,67,10,15,7,1,-6,47,6,-9,-12,4,18,65,44
-10,-11,2,11,11,54,9,10,8,101,450,68,-9,-4,40,371,304,67,13,5,21,28,5,57,-10,14,27,-1,10,61,-15,-18,-33,4,22,49,160
3,-33,105,337,28,73,26,-10,50,18,3,69,-16,-13,-9,5,-2,55,18,3,10,-17,-3,62,-1,-7,8,6,12,56,13,-2,30,203,54,91,87
-1,-7,0,18,4,59,6,17,5,7,1,50,18,11,-17,25,3,63,3,-13,10,19,8,80,1,17,12,-3,11,74,12,-21,7,-1,-8,74,-107
26,16,10,-2,34,42,24,5,25,-10,39,36,1,24,41,4,3,31,5,19,1,0,-4,32,-5,-9,13,13,8,48,5,26,29,0,-11,42,45
1,27,-44,-33,20,60,45,-8,-8,-5,5,61,53,24,22,-10,30,1039,19,16,68,6,302,951,11,4,-1,-7,66,134,6,25,-32,-10,6,61,136
28,20,7,25,31,18,-1,-5,38,115,463,57,-1,6,-25,401,286,49,45,33,33,44,22,55,13,4,50,-5,-4,26,13,24,25,-15,-3,33,160
41,27,112,311,-10,37,-2,13,75,15,-6,33,5,10,29,12,-5,41,19,9,21,13,-15,45,28,24,1,-2,-9,24,34,8,-8,174,50,43,87
1,9,-22,-16,-7,27,29,10,-1,4,-2,27,13,15,-12,-21,12,38,25,29,-19,-21,-8,36,34,-11,3,3,-9,32,8,7,33,-27,-10,21,-107
11,-18,29,38,37,19,-4,31,24,13,38,35,6,13,18,3,21,46,19,41,19,-10,-17,32,13,12,19,-9,6,44,-4,4,16,-14,-12,28,45
20,16,-12,-3,-2,54,30,-7,21,-18,2,44,60,30,32,-7,26,1047,5,6,-21,17,304,942,3,9,35,7,59,107,37,9,50,-6,15,22,137
13,-8,-5,-8,5,34,3,7,0,-20,-7,38,0,22,47,5,4,21,-1,6,16,-2,11,32,7,1,-2,-4,-3,40,24,14,15,5,-2,44,-107
-15,-1,-8,-43,23,9,-15,1,22,15,36,11,-35,-14,-1,9,-1,4,-4,-8,-8,9,1,16,-10,-2,17,-23,-31,4,-11,-7,17,-5,-4,0,45
-1,-13,-4,-15,1,16,-3,13,-80,-4,-17,25,18,-4,-11,-21,17,1004,-13,-15,8,7,287,922,1,-17,-8,-39,51,75,-19,-10,-6,-36,13,18,137
-17,-10,-38,-34,7,-6,11,9,-10,105,454,6,0,16,56,399,297,-1,-7,-7,14,32,9,3,-24,-3,1,3,-3,8,-19,10,19,6,11,8,160
-34,12,19,-31,-22,-61,-27,-17,1,-24,-58,-65,-35,-16,-11,-1,-9,-60,-30,-9,0,-29,-11,-72,-46,8,0,-4,-22,-47,-40,6,-22,-29,-24,-53,-106
1,8,18,-17,60,73,-16,1,38,-1,54,78,8,15,25,33,26,96,0,-21,12,-10,-4,89,-37,-6,13,-12,15,82,-28,7,2,-27,14,74,40
46,-10,78,262,319,68,-19,-1,69,50,26,78,-3,-23,33,10,27,78,-8,-11,52,19,22,83,3,-15,-19,-11,15,75,-11,1,25,12,171,85,55
32,-2,42,11,34,69,-22,17,58,416,45,80,9,-3,151,279,35,87,16,11,64,35,24,80,2,7,19,3,23,88,-26,-19,8,25,4,76,176
-18,-33,23,25,17,73,6,-16,45,14,15,72,12,20,53,29,9,47,-1,6,44,25,31,70,3,-29,-18,-6,17,99,-33,20,24,-9,14,88,-106
8,16,39,8,69,104,12,1,20,11,52,77,29,3,13,-8,15,81,8,6,50,7,1,80,-8,-11,17,34,17,72,5,9,40,16,20,93,40
51,5,50,-11,-13,64,38,-21,88,22,13,104,20,1,58,2,83,113,44,13,18,-25,128,95,40,-12,-15,18,23,79,11,20,58,-22,12,64,101
-9,4,29,20,16,59,38,-4,51,-1,21,67,32,13,14,-3,27,77,43,-1,8,6,98,58,29,9,15,51,664,71,19,27,-13,20,54,76,-120
42,23,52,272,315,76,31,-22,40,85,33,50,30,6,-9,19,29,92,30,10,40,12,18,58,29,27,43,7,-3,59,39,6,20,20,6,58,55
16,39,21,27,14,65,29,-16,82,388,66,86,-2,-14,188,291,3,69,27,15,62,35,4,59,21,9,68,28,-1,74,8,-21,29,15,-11,69,176
36,30,31,-8,24,74,21,15,21,23,46,68,-6,-1,29,4,-2,69,9,22,29,31,6,85,12,0,38,15,8,76,5,12,-14,4,17,90,40
16,-7,53,21,-5,43,31,23,51,29,12,86,19,25,57,8,40,143,12,33,22,21,92,764,51,7,67,19,679,243,16,5,42,18,58,57,-120
14,-15,6,67,29,74,19,20,35,422,39,91,36,-1,195,286,5,75,23,26,51,13,-5,70,40,8,25,8,3,54,2,7,27,18,-2,70,176
23,-27,12,19,-3,67,8,19,30,20,1,52,10,-13,10,49,8,60,10,-9,30,36,16,66,6,-14,10,29,4,72,28,43,12,5,-6,79,-106
-14,-4,58,17,53,33,7,7,24,22,61,48,22,6,29,4,5,67,0,-9,36,24,12,36,0,14,19,-3,-5,27,-14,0,27,7,-4,50,40
29,10,59,268,327,51,17,4,53,98,4,44,30,12,-2,41,-8,42,-13,2,64,16,13,37,1,9,48,52,-5,42,15,11,38,39,6,52,55
-4,26,43,37,20,22,-16,-20,14,426,55,43,-6,23,135,275,-4,38,7,7,70,42,9,37,13,11,41,20,-6,27,7,-7,33,45,5,18,176
91,4,-14,157,111,29,91,42,-8,193,69,36,77,3,-14,14,13,3,94,-15,-45,28,10,43,102,-1,-31,41,1,39,108,5,-50,49,27,25,67
47,3,106,665,20,-10,61,5,779,741,22,12,47,15,60,62,14,21,67,41,32,63,2,24,49,10,9,64,12,23,41,26,18,77,-13,12,144
83,-2,28,45,1258,70,51,3,89,159,90,2,51,-6,-3,62,9,34,42,10,24,53,16,27,60,12,11,39,20,67,113,28,18,44,23,100,39
40,-24,5,44,-28,-33,36,21,46,66,-46,-50,31,1,27,53,-39,-51,158,-7,54,44,-37,-50,127,28,10,70,-5,-40,81,3,0,35,-32,-30,49
18,-6,10,170,124,-23,-17,-7,-16,124,12,-24,-8,15,5,23,-2,-18,0,-7,20,32,-17,-37,-22,12,24,25,-14,-29,-4,13,3,34,-5,-35,60
27,27,264,594,8,-19,4,-2,764,591,-2,-12,20,-4,62,41,-35,10,16,-12,16,19,-24,2,22,32,53,46,-11,-3,37,4,22,35,-18,-15,137
45,19,66,55,1759,60,56,15,50,139,59,18,42,18,34,9,19,-1,67,-3,26,22,-12,24,43,11,9,28,-15,19,52,-19,21,21,-13,12,32
32,12,21,54,-2,-6,25,10,74,26,-15,3,44,6,0,26,-28,-4,185,18,42,31,-4,9,155,34,21,46,15,13,37,16,13,5,-11,10,44
27,2,530,54,-1,2,56,-2,64,14,-23,25,96,3,17,8,-24,-7,50,7,-6,26,-25,-11,9,4,36,30,-12,9,50,24,118,26,-3,2,145
46,-18,-15,38,-9,-7,41,-13,-37,22,-25,15,57,-7,-52,62,-1,-2,28,-4,37,67,-21,-16,20,27,57,10,-16,-3,25,10,19,29,-14,9,133
45,44,56,46,2,-17,29,22,166,87,-6,-1,36,1,1138,406,25,4,54,15,907,52,-8,-18,43,7,87,28,-15,-20,36,-3,-13,51,-16,-14,107
102,16,-5,143,138,54,53,22,66,155,16,51,84,5,15,51,7,58,64,17,41,54,-10,51,107,32,36,31,4,65,67,15,7,29,-8,44,57
107,38,65,12,11,48,90,24,-9,34,-4,38,97,-1,34,23,-13,59,124,18,-37,15,10,47,137,6,47,49,11,43,104,7,66,60,48,40,167
115,-17,275,631,33,55,98,-5,753,624,20,55,83,-3,105,77,-1,43,97,11,67,59,-9,74,111,11,26,30,-14,62,114,-9,36,24,7,46,8
123,21,84,18,1765,86,89,10,69,170,66,49,92,5,32,61,29,64,129,19,4,37,18,60,112,7,36,-21,28,81,94,-22,47,4,25,142,-5
129,11,38,0,-10,51,111,24,64,26,-9,59,83,-33,-10,3,-21,45,213,-36,45,28,-6,70,191,7,24,31,0,65,127,3,51,45,-13,43,-90
48,5,-1,140,145,44,55,-5,31,117,44,50,48,-16,22,2,0,39,63,4,42,0,-5,38,67,1,3,19,8,13,62,14,13,25,6,57,-123
60,29,38,-11,35,43,58,29,17,26,22,48,35,-8,20,35,10,44,58,-6,34,8,16,48,68,10,34,25,76,191,15,24,38,7,163,285,71
19,3,20,-2,28,55,18,11,32,1,36,53,1,0,15,44,26,35,45,5,51,22,56,24,43,26,14,5,40,58,51,29,18,12,41,49,154
49,10,-18,7,37,49,17,0,18,10,131,41,53,23,9,10,61,34,25,-3,8,5,34,53,42,7,11,-9,36,35,52,-21,23,7,21,41,43
39,-22,41,55,690,68,6,13,63,246,523,39,45,10,20,35,76,47,55,32,1,16,55,41,42,-18,16,16,52,46,39,7,35,30,69,39,27
61,19,104,15,22,10,62,34,102,24,16,5,595,-31,38,25,29,32,117,-1,48,-3,21,29,63,-17,47,-11,28,0,24,16,25,0,12,22,-65
34,-21,156,416,26,19,33,14,1739,82,39,18,30,3,173,12,19,23,26,28,69,-5,19,36,19,11,15,25,13,35,23,-22,51,54,10,15,-163
12,-10,18,4,15,19,29,1,38,16,-9,20,13,11,24,-6,23,0,33,1,15,-1,32,28,40,29,7,-1,130,191,52,-3,12,3,170,248,162
49,20,26,-22,19,37,34,-14,30,-16,127,2,28,1,-9,14,11,11,18,8,47,7,17,15,17,13,31,26,29,26,1,12,6,-20,13,29,-90
32,18,6,37,688,45,12,9,39,261,505,31,4,29,16,39,51,44,18,-13,9,-1,31,22,19,20,14,0,52,47,31,-1,8,18,46,44,61
31,5,-1,-21,24,23,44,21,52,-16,15,31,467,-14,47,-1,24,27,421,1,7,24,11,16,35,28,-1,11,42,17,45,6,20,-3,16,32,-141
49,23,153,391,44,47,32,24,1682,67,28,28,35,-1,163,5,7,19,33,0,51,16,6,24,30,-8,52,-9,12,24,35,17,97,66,30,44,66
22,19,46,136,109,20,5,-28,-2,133,53,39,27,2,12,-2,23,29,17,23,12,-13,28,25,8,-19,10,12,21,18,32,-18,17,3,43,29,70
53,27,9,1,27,38,26,10,-5,-3,30,23,37,-11,26,-9,18,28,27,10,14,-5,17,27,54,32,18,19,132,207,25,35,15,9,175,244,-175
39,-28,68,472,53,30,35,5,496,521,27,19,26,28,70,16,13,10,15,19,28,25,31,44,31,5,13,2,17,27,12,4,12,7,24,22,149
27,19,12,28,662,2,24,11,54,264,479,-2,16,19,30,31,41,11,13,20,13,-1,18,23,5,5,11,2,40,9,9,-8,13,19,17,7,-69
39,-4,88,10,7,16,62,-16,78,11,15,-5,620,0,-35,-14,27,8,80,31,18,15,21,9,56,28,50,-1,1,13,36,17,44,-11,5,5,119
16,26,138,431,23,20,35,21,1760,82,9,-8,17,21,157,26,16,-1,13,-6,34,2,-4,20,25,-21,-5,3,6,22,-3,0,76,60,14,0,18
10,16,-35,114,97,10,26,12,2,158,18,1,-4,-2,45,21,9,-5,1,3,34,9,10,-3,23,25,42,-1,9,10,25,12,-19,23,13,5,-110
23,27,-2,6,4,-19,21,1,28,2,12,-1,9,19,26,8,20,25,17,-16,8,14,7,28,35,1,33,-2,113,165,39,-3,44,13,161,198,78
0,-5,45,456,7,-7,30,-3,515,531,6,3,14,23,57,53,7,5,28,-2,22,20,14,9,12,23,23,5,19,6,30,27,47,22,7,-1,-31
32,0,9,11,9,2,15,-13,14,-1,105,13,25,1,7,11,40,17,8,11,25,20,6,17,32,-22,14,2,-16,0,9,9,25,-2,12,-9,-74
-13,12,37,33,670,22,24,1,56,244,496,29,35,25,30,40,37,24,9,15,15,3,9,-2,3,-6,15,18,38,-1,-4,12,-9,27,33,25,-71
-41,-2,19,4,13,2,13,-20,-9,19,19,12,47,37,10,5,-4,25,52,-11,16,12,5,5,88,1,22,6,8,-20,23,7,17,-1,2,1,168
-12,29,32,121,79,15,-23,-16,7,138,44,5,23,13,2,20,12,9,-16,-10,-5,3,17,-6,12,18,38,12,1,0,29,18,30,23,-11,-20,70
43,-23,13,-38,-7,25,2,-41,-17,-24,12,0,21,10,40,-20,11,-9,17,13,14,-21,6,21,27,-31,12,-16,124,174,-14,-37,24,10,150,227,-102
15,8,51,-12,10,-1,52,-21,84,18,6,-13,2229,-17,31,-8,12,11,66,11,26,-5,9,24,72,15,31,6,12,11,49,8,43,-18,1,-1,-26
1,4,1,104,48,3,5,23,16,55,71,28,8,9,-3,-8,9,5,8,38,-5,6,7,-2,-1,0,-3,-13,4,-13,-8,-11,-14,-8,11,19,73
-3,-16,-2,5,6,-6,0,14,-13,-3,8,-4,30,-61,-5,-6,-7,16,0,2,2,-27,8,11,34,-9,9,-9,103,102,2,0,-8,9,116,144,-94
5,-6,23,410,47,2,21,-1,233,435,-1,-8,-18,12,2,27,5,5,9,-4,7,20,17,15,20,-10,-13,13,-6,20,-20,4,-7,-10,6,21,143
20,-27,22,66,411,7,11,-7,-1,226,404,-5,-1,7,9,44,30,25,-16,11,-9,-10,13,20,-20,0,16,28,14,1,23,-10,-10,12,22,10,78
25,-20,1648,48,25,12,16,1,47,14,9,23,15,-2,12,8,5,-7,-5,-19,30,47,12,2,-6,12,100,156,23,5,19,-36,951,1093,10,24,97
15,-7,-16,95,39,13,20,23,-19,108,69,21,7,-11,3,24,13,2,-1,-11,37,12,8,14,4,13,-18,-5,14,7,-22,2,18,10,4,9,74
38,2,-27,-46,0,14,-7,5,1,19,20,10,-5,7,-29,6,32,15,6,8,-15,-8,15,15,27,-7,34,-9,113,145,30,10,45,-12,122,110,-92
-9,20,25,390,43,24,15,-3,222,414,14,-1,-19,11,-6,15,18,-8,-1,0,13,14,10,-4,-13,-12,10,16,19,22,-4,1,-24,39,9,4,143
32,19,-13,-28,29,13,10,-28,-5,13,71,8,-9,-3,1,8,113,10,-3,1,-21,-6,10,9,11,19,-11,-7,27,17,-6,20,-9,-8,3,8,106
22,4,1647,25,2,-7,-10,-8,41,7,-13,10,-16,-19,3,0,-18,-21,-16,-22,23,38,-6,-9,-10,1,6,163,32,-2,9,11,983,1070,15,3,98
-12,-51,-21,86,39,-3,4,-14,-5,117,43,2,-18,-17,7,-5,-5,-7,-7,-29,3,20,3,-12,9,-14,13,25,2,6,8,-20,8,-5,-7,-3,74
1,-4,7,-29,16,12,-25,-24,-17,-4,15,19,19,6,17,1,2,-1,13,-10,-14,21,2,3,17,-8,-6,18,98,102,-13,-3,17,15,106,133,-93
-14,-48,21,412,22,-24,-5,-12,220,453,4,11,0,-14,2,9,-1,15,1,-17,30,17,-10,-10,-3,-31,-7,0,-11,-23,-14,-17,-16,1,12,-2,144
2,-5,-20,-4,6,17,36,-5,1,10,100,-5,-1,-12,8,-6,109,-7,-7,0,8,3,-7,-10,-1,-6,8,6,2,-9,19,-15,0,-25,4,2,107
-21,-4,13,33,397,-3,-1,-4,18,201,412,-4,9,-25,15,41,22,19,-7,-32,-18,-2,-12,-14,-17,-24,-9,-7,-8,11,-15,-36,3,-6,4,-1,78
-6,-21,1656,70,-1,-1,-7,-21,20,24,3,-1,2,-25,73,-24,-5,-10,12,-7,12,30,-5,-9,-5,-23,58,163,38,1,6,3,976,1112,18,8,97
20,12,-30,91,40,7,-17,-34,-3,71,44,-6,-18,-23,-25,-10,-8,-8,-42,1,46,-12,16,-7,-9,-25,-13,-4,1,4,-12,8,-62,-24,-1,3,74
-22,-18,-19,14,3,7,-9,-16,15,2,12,17,2,10,32,10,7,-8,-35,-28,12,6,10,-19,1,0,8,26,98,88,3,-6,-3,21,118,97,-93
-105,20,13,306,33,12,-89,15,0,154,17,11,-88,-1,11,26,-10,13,-85,-6,13,15,-6,0,-96,-5,0,21,12,11,-109,6,-20,10,18,7,141
-105,20,26,-32,-14,14,-97,10,21,17,75,9,-103,-9,-20,14,85,8,-83,-7,3,-10,-2,3,-86,3,-4,-12,-5,13,-91,17,27,-4,11,21,120
-81,-26,-35,14,218,-2,-99,5,3,158,285,8,-120,-17,1,42,1,10,-78,-11,22,8,26,11,-71,20,8,16,15,28,-84,8,8,9,6,21,94
-85,-5,51,10,12,4,-91,-10,29,28,15,-2,-81,-24,17,117,31,14,-99,-18,75,1082,19,21,-91,9,1516,810,-21,3,-99,-27,91,35,-9,-9,-27
-69,22,-20,55,13,2,-85,14,18,78,63,16,-81,19,-25,-33,8,-1,-89,6,18,-9,-4,6,-110,18,-26,14,-3,11,-91,-21,2,6,5,15,76
-69,15,2,-13,-1,13,-92,13,0,7,-17,-5,-108,17,10,0,9,9,-102,-1,-14,19,12,29,-91,-17,17,1,91,92,-84,13,16,-8,77,85,-85
-67,15,44,32,223,-3,-55,16,17,180,307,-1,-45,-2,4,73,14,4,-56,21,26,12,7,20,-44,12,39,-14,9,0,-45,32,24,25,23,-12,95
-56,-15,75,20,-3,-1,-38,0,49,8,2,3,-58,23,27,144,30,9,-51,3,93,1100,33,11,-76,-5,1539,800,10,4,-43,-5,62,3,10,-13,-27
-25,-3,30,51,38,5,-38,12,40,97,68,10,-47,-14,-27,-15,2,-8,-43,-14,-2,9,17,-1,-28,-2,11,5,7,-7,-68,-11,-9,-4,17,-14,77
-29,-15,25,-8,-5,-5,-38,-1,39,-2,11,-17,-52,-26,20,13,7,-23,-54,-17,14,29,29,6,-65,4,22,18,84,83,-19,6,33,6,89,82,-84
